,frame,emotion,confidence
893,5394,Neutral,0.9128142
894,5400,Neutral,0.6661443
895,5406,Neutral,0.77155674
896,5412,Neutral,0.68472946
897,5418,Neutral,0.4795694
898,5424,Neutral,0.64376867
899,5430,Neutral,0.8509254
900,5436,Neutral,0.66115886
901,5442,Neutral,0.81082207
902,5448,Neutral,0.723036
903,5454,Neutral,0.59686
904,5460,Neutral,0.5185456
905,5466,Neutral,0.45378205
906,5472,Neutral,0.36784947
907,5478,Neutral,0.7181353
908,5484,Neutral,0.7937907
909,5490,Neutral,0.7101949
910,5496,Neutral,0.7278135
911,5502,Neutral,0.52595806
912,5508,Neutral,0.44512752
913,5514,Neutral,0.39544192
914,5520,Neutral,0.77528167
915,5526,Neutral,0.7123411
916,5532,Neutral,0.7016373
917,5538,Neutral,0.7833088
918,5544,Neutral,0.8673179
919,5550,Neutral,0.8298556
920,5556,Neutral,0.89341474
921,5562,Neutral,0.7772255
922,5568,Neutral,0.68377984
923,5574,Sad,0.24491182
924,5622,Disgust,0.3486718
925,5628,Sad,0.26850253
926,5634,Neutral,0.45646718
927,5640,Neutral,0.67855793
928,5646,Neutral,0.7815444
929,5652,Neutral,0.7719483
930,5658,Neutral,0.7842433
931,5664,Neutral,0.7501394
932,5670,Neutral,0.8198524
933,5676,Neutral,0.69226855
934,5682,Neutral,0.54055303
935,5688,Neutral,0.722135
936,5694,Neutral,0.5307146
937,5700,Neutral,0.77120906
938,5706,Neutral,0.7808224
939,5712,Neutral,0.8327539
940,5718,Neutral,0.8177151
941,5724,Neutral,0.75717455
942,5730,Neutral,0.6743731
943,5736,Neutral,0.66310966
944,5742,Neutral,0.76989794
945,5748,Neutral,0.6679954
946,5754,Neutral,0.7677975
947,5760,Neutral,0.829266
948,5766,Neutral,0.81932795
949,5772,Neutral,0.6667397
950,5778,Neutral,0.83672357
951,5784,Neutral,0.8247826
952,5790,Neutral,0.8278171
953,5796,Neutral,0.826068
954,5802,Neutral,0.82009107
955,5808,Neutral,0.672421
956,5814,Neutral,0.72197306
957,5820,Neutral,0.3406105
958,5826,Neutral,0.78989273
959,5832,Neutral,0.8330549
960,5838,Neutral,0.82140785
961,5844,Neutral,0.8675332
962,5850,Neutral,0.8978374
963,5856,Neutral,0.87837815
964,5862,Neutral,0.8309626
965,5868,Neutral,0.8888962
966,5874,Neutral,0.8436504
967,5880,Neutral,0.8492299
968,5886,Neutral,0.759983
969,5892,Neutral,0.8455892
